Type;AssetCodeISIN;DeclarationDate;ExDate;CashAmount;Period;PaymentDate;Notes;Hash
RENDIMENTO;BRSIGRR02M14;2021-12-15;2021-12-15;0.95558400000;Novembro/2021;2021-12-22;;17199210343969818734
RENDIMENTO;BRSIGRR03M13;2021-12-15;2021-12-15;0.95558400000;Novembro/2021;2021-12-22;;12499145315338799250
RENDIMENTO;BRSIGRR04M12;2021-12-15;2021-12-15;0.04777900000;Novembro/2021;2021-12-22;;5646041879678366801
RENDIMENTO;BRSIGRR01M15;2021-11-17;2021-11-17;0.96041000000;Outubro/2021;2021-11-24;;18002408475645963382
RENDIMENTO;BRSIGRR02M14;2021-11-17;2021-11-17;0.96041000000;Outubro/2021;2021-11-24;;284767916668881106
RENDIMENTO;BRSIGRR03M13;2021-11-17;2021-11-17;0.04802000000;Outubro/2021;2021-11-24;;10547655212998330954
RENDIMENTO;BRSIGRR01M15;2021-10-18;2021-10-18;1.21397200000;Setembro/2021;2021-10-25;;15244054907529153220
RENDIMENTO;BRSIGRR02M14;2021-10-18;2021-10-18;0.94441000000;Setembro/2021;2021-10-25;;13516962728846389808
RENDIMENTO;BRREITCTF007;2022-03-31;2022-03-31;2.23503500000;1º Trimestre/2022;2022-04-14;;334956973968488468
AMORTIZACAO RF;BRREITCTF007;2022-03-31;2022-03-31;8.22248100000;1º Trimestre/2022;2022-04-14;;1725254238213824970
RENDIMENTO;BRREITCTF007;2021-12-30;2021-12-30;9.33392362410;4º Trimestre/2021;2022-01-14;;12546897572859928476
AMORTIZACAO RF;BRREITCTF007;2021-12-30;2021-12-30;48.18110836407;4º Trimestre/2021;2022-01-14;;8165719573517939578
RENDIMENTO;BRREITCTF007;2021-09-30;2021-09-30;21.58114221596;3º Trimestre/2021;2021-10-15;;703233012370025119
AMORTIZACAO RF;BRREITCTF007;2021-09-30;2021-09-30;441.63974515994;3º Trimestre/2021;2021-10-15;;18321083577159066799
RENDIMENTO;BRREITCTF007;2021-06-30;2021-06-30;17.84327906888;2º Trimestre/2021;2021-07-15;;16589086121010190507
AMORTIZACAO RF;BRREITCTF007;2021-06-30;2021-06-30;343.88813890685;2º Trimestre/2021;2021-07-15;;2189836038266642025
RENDIMENTO;BRSOLRCTF002;2022-05-31;2022-05-31;7.15614713000;Maio/2022;2022-06-07;;2224578459227510651
RENDIMENTO;BRSOLRCTF002;2022-04-29;2022-04-29;7.15614713000;Abril/2022;2022-05-06;;18059622641098162146
RENDIMENTO;BRSOLRCTF002;2022-03-31;2022-03-31;7.15614713000;Março/2022;2022-04-07;;8255436628026689356
RENDIMENTO;BRSOLRCTF002;2022-02-25;2022-02-25;7.15614713000;Fevereiro/2022;2022-03-08;;1343870854080875502
RENDIMENTO;BRSOLRCTF002;2022-01-31;2022-01-31;7.15614713000;Janeiro/2022;2022-02-07;;17534724082719794049
RENDIMENTO;BRSOLRCTF002;2021-12-30;2021-12-30;7.95127459000;Dezembro/2021;2022-01-07;;17948141102397737017
RENDIMENTO;BRSOLRCTF002;2021-11-30;2021-11-30;7.95127459000;Novembro/2021;2021-12-07;;10369284052373430000
RENDIMENTO;BRSOLRCTF002;2021-10-29;2021-10-29;7.95127459000;Outubro/2021;2021-11-08;;15399246449186360943
RENDIMENTO;BRSOLRCTF002;2021-09-30;2021-09-30;15.90254918000;Setembro/2021;2021-10-07;;11099804755085088229
RENDIMENTO;BRSOLRCTF002;2021-07-23;2021-07-23;39.21888825000;JUNHO/2021;2021-07-30;;5629735171799441772
RENDIMENTO;BRSPTWCTF002;2022-05-31;2022-05-31;0.40000000000;MAIO/2022;2022-06-07;;10506993265602050535
RENDIMENTO;BRSPTWCTF002;2022-04-29;2022-04-29;0.40000000000;ABRIL/2022;2022-05-06;;3438806280700773318
RENDIMENTO;BRSPTWCTF002;2022-03-31;2022-03-31;0.40000000000;MARÇO/2022;2022-04-07;;5840283508141747752
RENDIMENTO;BRSPTWCTF002;2022-02-25;2022-02-25;0.40000000000;FEVEREIRO/2022;2022-03-08;;3368369130550985258
RENDIMENTO;BRSPTWCTF002;2022-01-31;2022-01-31;0.40000000000;JANEIRO/2021;2022-02-07;;690784185060277046
RENDIMENTO;BRSPTWCTF002;2021-12-30;2021-12-30;0.40000000000;DEZEMBRO/2021;2022-01-07;;4706369890425247293
RENDIMENTO;BRSPTWCTF002;2021-11-30;2021-11-30;0.40000000000;NOVEMBRO/2021;2021-12-07;;5070969926771565857
RENDIMENTO;BRSPTWCTF002;2021-10-29;2021-10-29;1.13000000000;OUTUBRO/2021;2021-11-08;;13576043974195785879
AMORTIZACAO RF;BRSPTWCTF002;2021-10-29;2021-10-29;1.56000000000;OUTUBRO/2021;2021-11-08;;17090137458256502869
RENDIMENTO;BRSPTWCTF002;2021-09-30;2021-09-30;0.36000000000;SETEMBRO/2021;2021-10-07;;10681999680276309191
RENDIMENTO;BRSPTWCTF002;2021-08-31;2021-08-31;0.60000000000;AGOSTO/2021;2021-09-08;;589718021085866358
RENDIMENTO;BRSPTWCTF002;2021-07-30;2021-07-30;0.60000000000;JUNHO/2021;2021-08-09;;7567780941520019298
RENDIMENTO;BRSPTWCTF002;2021-06-30;2021-06-30;2.52000000000;JUNHO/2021;2021-07-08;;10945141770891771764
RENDIMENTO;BRSPAFCTF007;2022-05-31;2022-05-31;1.64443035000;Maio/2022;2022-06-07;;3744004142743550517
RENDIMENTO;BRSPAFCTF007;2022-02-25;2022-02-25;2.71106566100;Fevereiro/2022;2022-03-08;;9521144914113622401
RENDIMENTO;BRSPAFCTF007;2022-02-14;2022-02-14;10.38796171000;Fevereiro/2022;2022-02-21;;690750401027232398
RENDIMENTO;BRSPAFCTF007;2022-01-31;2022-01-31;5.56250119800;Janeiro/2022;2022-02-07;;9938622721187515474
RENDIMENTO;BRSPAFCTF007;2021-12-30;2021-12-30;7.42802608700;Dezembro/2021;2022-01-07;;16618181997937379469
RENDIMENTO;BRSPAFCTF007;2021-11-30;2021-11-30;1.69377169500;Novembro/2021;2021-12-07;;13224448932628178711
RENDIMENTO;BRSPAFCTF007;2021-10-29;2021-10-29;2.19024220000;OUTUBRO/2021;2021-11-08;;7968760150624100880
RENDIMENTO;BRSPAFCTF007;2021-09-30;2021-09-30;3.39401619300;SETEMBRO/2021;2021-10-07;;12637457541640731022
RENDIMENTO;BRSPAFCTF007;2021-08-31;2021-08-31;3.91904081600;AGOSTO/2021;2021-09-08;;3098486317437322557
RENDIMENTO;BRSPAFCTF007;2021-07-30;2021-07-30;4.09444858000;JULHO/2021;2021-08-06;;14367903711965160971
RENDIMENTO;BRSPAFCTF007;2021-06-30;2021-06-30;3.46452528800;Junho/2021;2021-07-07;;11219469251990380263
AMORTIZACAO RF;BRSPAFCTF007;2019-09-23;2019-09-23;66.54835847382;Setembro/2019;2019-09-30;;7814304329401672076
RENDIMENTO;BRSTRXCTF006;2022-05-31;2022-05-31;0.73000000000;Maio/2022;2022-06-07;;3204472685720623659
RENDIMENTO;BRSTRXCTF006;2022-04-29;2022-04-29;0.71000000000;Abril/2022;2022-05-06;;45678972521052030
RENDIMENTO;BRSTRXCTF006;2022-03-31;2022-03-31;0.67000000000;Março/2022;2022-04-07;;1829036395633724150
RENDIMENTO;BRSTRXCTF006;2022-02-25;2022-02-25;1.02000000000;Fevereiro/2022;2022-03-08;;1765085148360421892
RENDIMENTO;BRSTRXCTF006;2022-01-31;2022-01-31;0.72000000000;Janeiro/2022;2022-02-07;;15996389169387001439
RENDIMENTO;BRSTRXCTF006;2021-12-30;2021-12-30;0.72000000000;Dezembro/2021;2022-01-07;;13753921473142552045
RENDIMENTO;BRSTRXCTF006;2021-11-30;2021-11-30;0.68000000000;Novembro/2021;2021-12-07;;12524656296873716468
AMORTIZACAO RF;BRSTRXCTF006;2021-11-30;2021-11-30;0.34000000000;Novembro/2021;2021-12-07;;12898525503818804756
RENDIMENTO;BRSTRXCTF006;2021-10-29;2021-10-29;0.67000000000;Outubro/2021;2021-11-08;;4897787785541800311
RENDIMENTO;BRSTRXCTF006;2021-09-30;2021-09-30;0.59000000000;Setembro/2021;2021-10-07;;5579060148277436542
RENDIMENTO;BRSTRXCTF006;2021-08-31;2021-08-31;0.55000000000;Agosto/2021;2021-09-08;;15123497177402929855
RENDIMENTO;BRSTRXCTF006;2021-07-30;2021-07-30;0.54537826000;JULHO/2021;2021-08-06;;12506245297501097888
RENDIMENTO;BRSTRXCTF006;2021-06-30;2021-06-30;60.11554608000;JUNHO/2021;2021-07-07;;420000948676709760
RENDIMENTO;BRSNFFCTF001;2022-06-15;2022-06-15;1.30000000000;Maio/2022;2022-06-24;;14191136832809774976
RENDIMENTO;BRSNFFCTF001;2022-05-13;2022-05-13;0.65000000000;Abril/2022;2022-05-25;;14067492089395040830
RENDIMENTO;BRSNFFCTF001;2022-04-14;2022-04-14;0.65000000000;Março/2022;2022-04-25;;2881338312089116899
RENDIMENTO;BRSNFFCTF001;2022-03-15;2022-03-15;0.65000000000;Fevereiro/2022;2022-03-25;;1368549538014489443
RENDIMENTO;BRSNFFCTF001;2022-02-15;2022-02-15;0.65000000000;Janeiro/2022;2022-02-25;;10993515676393191807
RENDIMENTO;BRSNFFCTF001;2022-01-14;2022-01-14;0.65000000000;Dezembro/2021;2022-01-25;;6802000188372804012
RENDIMENTO;BRSNFFCTF001;2021-12-15;2021-12-15;0.70000000000;Novembro/2021;2021-12-23;;7744753062614158206
RENDIMENTO;BRSNFFCTF001;2021-11-12;2021-11-12;0.62000000000;Outubro/2021;2021-11-25;;8371389852925450880
RENDIMENTO;BRSNFFCTF001;2021-10-15;2021-10-15;0.70000000000;Setembro/2021;2021-10-25;;15073164235577558920
RENDIMENTO;BRSNFFCTF001;2021-09-14;2021-09-15;0.70000000000;Agosto/2021;2021-09-24;;17713116370444554306
RENDIMENTO;BRSNFFCTF001;2021-08-13;2021-08-13;0.55000000000;Julho/2021;2021-08-25;;4470931176235376855
RENDIMENTO;BRSNFFCTF001;2021-07-15;2021-07-15;0.41000000000;Junho/2021;2021-07-23;;11104489278663403659
RENDIMENTO;BRSNCICTF002;2022-06-15;2022-06-15;1.40000000000;Maio/2022;2022-06-24;;13351137423191574520
RENDIMENTO;BRSNCICTF002;2022-05-13;2022-05-13;1.45000000000;Abril/2022;2022-05-25;;5271135808507565407
RENDIMENTO;BRSNCIR07M17;2022-05-13;2022-05-13;1.45000000000;Abril/2022;2022-05-25;;16987930001828927979
RENDIMENTO;BRSNCICTF002;2022-04-14;2022-04-14;1.30000000000;Março/2022;2022-04-25;;10297381833598737160
RENDIMENTO;BRSNCIR07M17;2022-04-14;2022-04-14;1.30000000000;Março/2022;2022-04-25;;18413930447816709847
RENDIMENTO;BRSNCIR08M16;2022-04-14;2022-04-14;0.82000000000;Março/2022;2022-04-25;;3494420451452241141
RENDIMENTO;BRSNCIR09M15;2022-04-14;2022-04-14;0.22000000000;Março/2022;2022-04-25;;4431958393674348199
RENDIMENTO;BRSNCICTF002;2022-03-15;2022-03-15;1.40000000000;Fevereiro/2022;2022-03-25;;14524367159211192036
RENDIMENTO;BRSNCIR07M17;2022-03-15;2022-03-15;0.36000000000;Fevereiro/2022;2022-03-25;;16757227902719124692
RENDIMENTO;BRSNCICTF002;2022-02-15;2022-02-15;1.40000000000;Janeiro/2022;2022-02-25;;12374457947027434627
RENDIMENTO;BRSNCICTF002;2022-01-14;2022-01-14;1.20000000000;Dezembro/2021;2022-01-25;;1790088747427619875
RENDIMENTO;BRSNCIR04M10;2022-01-14;2022-01-14;1.20000000000;Dezembro/2021;2022-01-25;;12780915691045638299
RENDIMENTO;BRSNCIR05M19;2022-01-14;2022-01-14;1.20000000000;Dezembro/2021;2022-01-25;;801633473402305534
RENDIMENTO;BRSNCIR06M18;2022-01-14;2022-01-14;0.15000000000;Dezembro/2021;2022-01-25;;8119266292484008971
RENDIMENTO;BRSNCICTF002;2021-12-15;2021-12-15;1.20000000000;Novembro/2021;2021-12-23;;6156277914168621771
RENDIMENTO;BRSNCIR04M10;2021-12-15;2021-12-15;1.20000000000;Novembro/2021;2021-12-23;;15765825548112727903
RENDIMENTO;BRSNCIR05M19;2021-12-15;2021-12-15;0.66000000000;Novembro/2021;2021-12-23;;9338413565812035061
RENDIMENTO;BRSNCICTF002;2021-11-12;2021-11-12;1.15000000000;Outubro/2021;2021-11-25;;5922412316494374604
RENDIMENTO;BRSNCIR04M10;2021-11-12;2021-11-12;0.06000000000;Outubro/2021;2021-11-25;;4790186983017091270
RENDIMENTO;BRSNCICTF002;2021-10-14;2021-10-15;0.78000000000;Setembro/2021;2021-10-25;;11263493844186748506
RENDIMENTO;BRSNCIR01M13;2021-09-16;2021-09-16;0.55000000000;Agosto/2021;2021-09-24;;11951951677076703648
RENDIMENTO;BRSNCIR02M12;2021-09-16;2021-09-16;0.55000000000;Agosto/2021;2021-09-24;;13856123633235491216
RENDIMENTO;BRSNCIR03M11;2021-09-16;2021-09-16;0.07000000000;Agosto/2021;2021-09-24;;6946820750875182952
RENDIMENTO;BRSNCIR01M13;2021-08-13;2021-08-13;0.32000000000;Julho/2021;2021-08-25;;5425237409160028920
RENDIMENTO;BRTEPPCTF006;2022-05-31;2022-05-31;0.50000000000;Maio/2022;2022-06-14;;15958179272426379518
RENDIMENTO;BRTEPPCTF006;2022-04-29;2022-04-29;0.49000000000;Abril/2022;2022-05-13;;2768968996730497157
RENDIMENTO;BRTEPPCTF006;2022-03-31;2022-03-31;0.49000000000;Março/2022;2022-04-14;;15463264352091539766
RENDIMENTO;BRTEPPCTF006;2022-02-25;2022-02-25;0.47000000000;Fevereiro/2022;2022-03-15;;12334635615287919848
RENDIMENTO;BRTEPPCTF006;2022-01-31;2022-01-31;0.47000000000;Janeiro/2022;2022-02-14;;5529325687056773921
RENDIMENTO;BRTEPPCTF006;2021-12-30;2021-12-30;0.51000000000;Dezembro/2021;2022-01-14;;15806894848131813752
RENDIMENTO;BRTEPPCTF006;2021-11-30;2021-11-30;0.48000000000;Novembro/2021;2021-12-14;;11098009215740281131
RENDIMENTO;BRTEPPCTF006;2021-10-29;2021-10-29;0.48000000000;Outubro/2021;2021-11-16;;14921475270807520660
RENDIMENTO;BRTEPPCTF006;2021-09-30;2021-09-30;0.48000000000;Setembro/2021;2021-10-15;;14534771400052200683
RENDIMENTO;BRTEPPCTF006;2021-08-31;2021-08-31;0.45000000000;Agosto/2021;2021-09-15;;12456661769443610268
RENDIMENTO;BRTEPPCTF006;2021-07-30;2021-07-30;0.38000000000;Julho/2021;2021-08-13;;11286706034652498989
RENDIMENTO;BRTEPPCTF006;2021-06-30;2021-06-30;0.42000000000;Junho/2021;2021-07-15;;16189832919886689732
RENDIMENTO;BRTSERCTF006;2022-05-31;2022-05-31;0.87000000000;Maio/2022;2022-06-14;;5907621644411156988
RENDIMENTO;BRTSERCTF006;2022-04-29;2022-04-29;0.90000000000;Abril/2022;2022-05-13;;1559869006068696797
RENDIMENTO;BRTSERCTF006;2022-03-31;2022-03-31;0.93000000000;Março/2022;2022-04-14;;8347823122014539489
RENDIMENTO;BRTSERCTF006;2022-02-25;2022-02-25;0.93000000000;Fevereiro/2022;2022-03-16;;13863478246926398397
RENDIMENTO;BRTSERCTF006;2022-01-31;2022-01-31;0.93000000000;Janeiro/2022;2022-02-14;;1976328494728050940
RENDIMENTO;BRTSERCTF006;2021-12-30;2021-12-30;0.93000000000;Dezembro/2021;2022-01-14;;675208921288849207
RENDIMENTO;BRTSERCTF006;2021-11-29;2021-11-30;0.93000000000;Novembro/2021;2021-12-14;;9663463668944079862
RENDIMENTO;BRTSERCTF006;2021-10-29;2021-10-29;0.93000000000;Outubro/2021;2021-11-16;;7800146099850038755
RENDIMENTO;BRTSERCTF006;2021-09-30;2021-09-30;0.80000000000;Setembro/2021;2021-10-15;;91144895089677549
RENDIMENTO;BRTSERCTF006;2021-08-31;2021-08-31;0.80000000000;Agosto/2021;2021-09-15;;9468383801285057898
RENDIMENTO;BRTSERCTF006;2021-07-30;2021-07-30;0.80000000000;Julho/2021;2021-08-13;;10949875115978535421
RENDIMENTO;BRTSERCTF006;2021-06-30;2021-06-30;0.90000000000;Junho/2021;2021-07-15;;17473895951307562719
RENDIMENTO;BRTJKBCTF006;2022-06-20;2022-06-20;2.29000000000;16/05/2022 À 15/06/2/2022;2022-06-28;;7434135509075005385
RENDIMENTO;BRTJKBCTF006;2022-05-18;2022-05-18;2.25000000000;16/04/2022 À 15/05/2/2022;2022-05-26;;5111068532586460385
RENDIMENTO;BRTJKBCTF006;2022-04-19;2022-04-19;2.22000000000;16/03/2022 À 15/04/2/2022;2022-04-28;;13936432623165626999
RENDIMENTO;BRTJKBCTF006;2022-03-17;2022-03-17;2.29000000000;16/02/2022 À 15/03/2/2022;2022-03-25;;10780908959393877259
RENDIMENTO;BRTJKBCTF006;2022-02-21;2022-02-21;2.27000000000;16/01/2022 À 15/02/2/2022;2022-03-02;;15259600359520880069
RENDIMENTO;BRTJKBCTF006;2022-01-18;2022-01-18;2.24000000000;Dezembro/2021;2022-01-26;;12264957512272395123
RENDIMENTO;BRTORDCTF015;2022-06-07;2022-06-07;0.07000000000;05-2022/2022;2022-06-14;;3933759134074523953
RENDIMENTO;BRTORDCTF015;2022-05-06;2022-05-06;0.12000000000;04-2022/2022;2022-05-13;;859333755161685627
RENDIMENTO;BRTORDCTF015;2022-04-07;2022-04-07;0.06000000000;03-2022/2022;2022-04-14;;1653318568955029684
RENDIMENTO;BRTORDCTF015;2022-03-08;2022-03-08;0.08000000000;02-2022/2022;2022-03-15;;2393120367415988621
RENDIMENTO;BRTORDCTF015;2022-02-07;2022-02-07;0.08000000000;01-2022/2022;2022-02-14;;10862020082093844197
RENDIMENTO;BRTORDCTF015;2022-01-07;2022-01-07;0.08000000000;12-2021/2021;2022-01-14;;17786552981474979435
RENDIMENTO;BRTORDCTF015;2021-12-07;2021-12-07;0.08000000000;11-2021/2021;2021-12-14;;4951594298849902995
RENDIMENTO;BRTORDCTF015;2021-11-08;2021-11-08;0.08000000000;10-2021/2021;2021-11-16;;8379539232814796162
RENDIMENTO;BRTORDCTF015;2021-10-07;2021-10-07;0.20000000000;09-2021/2021;2021-10-15;;13560209715817435314
RENDIMENTO;BRTORDCTF015;2021-09-08;2021-09-08;0.09000000000;08-2021/2021;2021-09-15;;11501796409389343117
RENDIMENTO;BRTORDCTF015;2021-08-06;2021-08-06;0.07000000000;07-2021/2021;2021-08-13;;3063942135125306526
RENDIMENTO;BRTORDCTF015;2021-07-07;2021-07-07;0.08200000000;06-2021/2021;2021-07-15;;16520851605148669073
AMORTIZACAO RF;BRTORDCTF015;2020-03-10;2020-03-10;0.07355565000;FEVEREIRO/2020;2020-03-17;;1846011466053727594
RENDIMENTO;BRTSNCCTF009;2022-06-14;2022-06-14;37.55745817900;Maio/2022;2022-06-22;;11975530821435938526
RENDIMENTO;BRTSNCCTF009;2022-05-13;2022-05-13;37.55745817900;Abril/2022;2022-05-20;;3883283190039743866
RENDIMENTO;BRTSNCCTF009;2022-04-14;2022-04-14;37.55745817900;Março/2022;2022-04-25;;9571510692345221131
RENDIMENTO;BRTSNCCTF009;2022-03-15;2022-03-15;37.55745817900;Fevereiro/2022;2022-03-22;;12807262297972591922
RENDIMENTO;BRTSNCCTF009;2022-02-14;2022-02-14;37.55745817900;Janeiro/2022;2022-02-21;;16701010456679680042
RENDIMENTO;BRTSNCCTF009;2022-01-14;2022-01-14;37.55745817900;Dezembro/2021;2022-01-21;;2662797764771969213
RENDIMENTO;BRTSNCCTF009;2021-12-14;2021-12-14;37.55745817900;Novembro/2021;2021-12-21;;5587731537600050156
RENDIMENTO;BRTSNCCTF009;2021-11-16;2021-11-16;37.55745817900;Outubro/2021;2021-11-23;;8072225896415056885
RENDIMENTO;BRTSNCCTF009;2021-10-15;2021-10-15;37.55745817900;Setembro/2021;2021-10-22;;5635735178198088493
RENDIMENTO;BRTSNCCTF009;2021-09-15;2021-09-15;35.10042842100;Agosto/2021;2021-09-22;;12794948386748821645
RENDIMENTO;BRTSNCCTF009;2021-08-13;2021-08-13;35.10042842100;Julho/2021;2021-08-20;;2135186661580033298
RENDIMENTO;BRTSNCCTF009;2021-07-15;2021-07-15;61.23384243300;Junho/2021;2021-07-22;;4282773572663825246
RENDIMENTO;BRTCPFCTF001;2022-06-06;2022-06-06;3.44000000000;MAIO/2022/2022;2022-06-14;;9343132913080434561
RENDIMENTO;BRTCPFCTF001;2022-05-05;2022-05-05;0.24000000000;ABRIL/2022/2022;2022-05-13;;9673354978555207729
RENDIMENTO;BRTCPFCTF001;2022-02-04;2022-02-04;1.86000000000;JANEIRO/2022/2022;2022-02-14;;6383008661996292058
RENDIMENTO;BRTCPFCTF001;2021-07-06;2021-07-06;3.19000000000;JUNHO/2021/2021;2021-07-14;;7482940401759879449
AMORTIZACAO RF;BRXTEDCTF006;2019-02-04;2019-02-05;11.16000000000;DEZ (VENDA ATIVO)/2018;2019-02-12;;10844132020622679941
RENDIMENTO;BRXTEDCTF006;2016-06-30;2016-06-30;0.32328139700;MAIO/2016;2016-07-14;;8108154300407466432
RENDIMENTO;BRTRXFCTF003;2022-05-31;2022-05-31;0.85000000000;Maio/2022;2022-06-14;;12177863857115242356
RENDIMENTO;BRTRXFCTF003;2022-04-29;2022-04-29;0.80000000000;Abril/2022;2022-05-13;;17882298396247191250
RENDIMENTO;BRTRXFCTF003;2022-03-31;2022-03-31;0.80000000000;Março/2022;2022-04-14;;75123254444033889
RENDIMENTO;BRTRXFCTF003;2022-02-25;2022-02-25;0.80000000000;Fevereiro/2022;2022-03-15;;5096857715524299133
RENDIMENTO;BRTRXFCTF003;2022-01-31;2022-01-31;0.80000000000;Janeiro/2022;2022-02-14;;15917013613305824500
RENDIMENTO;BRTRXFCTF003;2021-12-30;2021-12-30;0.90000000000;DEZEMBRO/2021;2022-01-14;;7006918154905034186
RENDIMENTO;BRTRXFCTF003;2021-11-30;2021-11-30;0.80000000000;Novembro/2021;2021-12-14;;17180037066584629716
RENDIMENTO;BRTRXFR27M16;2021-11-30;2021-11-30;0.51435436044;Novembro/2021;2021-12-14;;17128105026368964019
RENDIMENTO;BRTRXFR28M15;2021-11-30;2021-11-30;0.51435436044;Novembro/2021;2021-12-14;;10688723852596563225
RENDIMENTO;BRTRXFR29M14;2021-11-30;2021-11-30;0.26148153689;Novembro/2021;2021-12-14;;2921629631975709222
RENDIMENTO;BRTRXFR30M11;2021-11-30;2021-11-30;0.09595773611;Novembro/2021;2021-12-14;;8521725289481941589
RENDIMENTO;BRTRXFCTF003;2021-10-29;2021-10-29;0.77000000000;Outubro/2021;2021-11-16;;14616246638942368387
RENDIMENTO;BRTRXFR27M16;2021-10-29;2021-10-29;0.41085238451;Outubro/2021;2021-11-16;;3311741921545269950
RENDIMENTO;BRTRXFR28M15;2021-10-29;2021-10-29;0.41085238451;Outubro/2021;2021-11-16;;10023114561127714165
RENDIMENTO;BRTRXFCTF003;2021-09-30;2021-09-30;0.72000000000;Setembro/2021;2021-10-15;;8780807635149385144
RENDIMENTO;BRTRXFR27M16;2021-09-30;2021-09-30;0.29960996266;Setembro/2021;2021-10-15;;16218949211159082437
RENDIMENTO;BRTRXFR28M15;2021-09-30;2021-09-30;0.29960996266;Setembro/2021;2021-10-15;;15057894592493320647
RENDIMENTO;BRTRXFCTF003;2021-08-31;2021-08-31;0.70000000000;Agosto/2021;2021-09-15;;6203640174647020924
RENDIMENTO;BRTRXFR27M16;2021-08-31;2021-08-31;0.23461271805;Agosto/2021;2021-09-15;;14973135816872810005
RENDIMENTO;BRTRXFR28M15;2021-08-31;2021-08-31;0.07949136522;Agosto/2021;2021-09-15;;5140247053778683408
RENDIMENTO;BRTRXFCTF003;2021-07-30;2021-07-30;0.70000000000;Julho/2021;2021-08-13;;18067941632806232573
RENDIMENTO;BRTRXFCTF003;2021-06-30;2021-06-30;0.70000000000;Junho/2021;2021-07-15;;1596863602708283878
RENDIMENTO;BRTRXBCTF002;2022-05-31;2022-05-31;0.85000000000;Maio/2022;2022-06-14;;10377676671021707856
RENDIMENTO;BRTRXBCTF002;2022-04-29;2022-04-29;0.85000000000;Abrik/2022;2022-05-13;;14411904939616142917
RENDIMENTO;BRTRXBR08M13;2022-04-29;2022-04-29;0.66182254060;Abril/2022;2022-05-13;;16644260768091561456
RENDIMENTO;BRTRXBR09M12;2022-04-29;2022-04-29;0.66182254060;Abril/2022;2022-05-13;;16723602204082365502
RENDIMENTO;BRTRXBR10M19;2022-04-29;2022-04-29;0.07628619473;Abril/2022;2022-05-13;;5500879627201915073
RENDIMENTO;BRTRXBCTF002;2022-03-31;2022-03-31;0.85000000000;Março/2022;2022-04-14;;16828773500892902519
RENDIMENTO;BRTRXBR08M13;2022-03-31;2022-03-31;0.64891977397;Março/2022;2022-04-14;;12162701422157644015
RENDIMENTO;BRTRXBR09M12;2022-03-31;2022-03-31;0.30275735647;Março/2022;2022-04-14;;2626467958589581950
RENDIMENTO;BRTRXBCTF002;2022-02-25;2022-02-25;0.85000000000;FEVEREIRO/2022;2022-03-15;;3810017827412092796
RENDIMENTO;BRTRXBCTF002;2022-01-31;2022-01-31;0.85000000000;Janeiro/2022;2022-02-14;;13598370076465464379
RENDIMENTO;BRTRXBCTF002;2021-12-30;2021-12-30;0.85000000000;Dezembro/2021;2022-01-14;;6315479280999870454
RENDIMENTO;BRTRXBCTF002;2021-11-30;2021-11-30;0.85000000000;Novembro/2021;2021-12-14;;13525453780792524913
RENDIMENTO;BRTRXBCTF002;2021-10-29;2021-10-29;0.85000000000;Outubro/2021;2021-11-16;;4053550344165158635
RENDIMENTO;BRTRXBCTF002;2021-09-30;2021-09-30;0.82000000000;Setembro/2021;2021-10-15;;6266547661271847596
RENDIMENTO;BRTRXBCTF002;2021-08-31;2021-08-31;0.81000000000;Agosto/2021;2021-09-15;;5180461375460255786
RENDIMENTO;BRTRXBCTF002;2021-07-30;2021-07-30;0.80000000000;Julho/2021;2021-08-13;;9609674334895592232
RENDIMENTO;BRTRXBCTF002;2021-06-30;2021-06-30;0.80000000000;Junho/2021;2021-07-15;;279088723777086216
RENDIMENTO;BRURPRCTF002;2022-05-31;2022-05-31;2.01000000000;05-2022/2022;2022-06-14;;9811684913835921753
RENDIMENTO;BRURPRR10M18;2022-05-31;2022-05-31;1.09000000000;05-2022/2022;2022-06-14;;6428538783016416028
RENDIMENTO;BRURPRR11M17;2022-05-31;2022-05-31;0.94000000000;05-2022/2022;2022-06-14;;12565252541932443497
RENDIMENTO;BRURPRCTF002;2022-04-29;2022-04-29;1.84000000000;04-2022/2022;2022-05-13;;4085538513154749329
RENDIMENTO;BRURPRCTF002;2022-03-31;2022-03-31;1.65000000000;03-2022/2022;2022-04-14;;16862655529193120376
RENDIMENTO;BRURPRCTF002;2022-02-25;2022-02-25;1.63500000000;02-2022/2022;2022-03-15;;1889207091138512121
RENDIMENTO;BRURPRCTF002;2022-01-31;2022-01-31;1.63000000000;01-2022/2022;2022-02-14;;11015933434890513357
RENDIMENTO;BRURPRR08M12;2022-01-31;2022-01-31;1.17360000000;01-2022/2022;2022-02-14;;16826999195291991954
RENDIMENTO;BRURPRR08M12;2022-01-31;2022-01-31;1.17360000000;01-2022/2022;2022-02-14;;11233760595981556910
RENDIMENTO;BRURPRR09M11;2022-01-31;2022-01-31;1.17360000000;01-2022/2022;2022-02-14;;2866003317351649705
RENDIMENTO;BRURPRCTF002;2021-12-30;2021-12-30;1.67000000000;12-2021/2021;2022-01-14;;7821448170068796955
